,Image,building,car,crop,door,field,ground,mountain,road,rocky,sand,sea,sidewalk,sign,sky,skyscraper,snowy,tree,trunk,water,window
248,coast_nat865.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1723,opencountry_land515.jpg,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2613,tallbuilding_urb398.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
2130,street_boston356.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
38,coast_cdmc873.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2025,opencountry_open61.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2006,opencountry_natu932.jpg,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
184,coast_nat1052.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
279,coast_natu641.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2621,tallbuilding_urb792.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1077,insidecity_art795.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2276,street_par95.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1082,insidecity_art847.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2220,street_par158.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
790,highway_bost314.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
522,forest_nat1242.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36,coast_cdmc866.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1194,insidecity_urb108.jpg,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
1713,opencountry_land48.jpg,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
725,highway_bost147.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1446,mountain_n737027.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1327,mountain_land917.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1215,insidecity_urb362.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2406,tallbuilding_a806037.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
385,forest_cdmc318.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
453,forest_for65.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1986,opencountry_natu69.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2229,street_par18.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2292,street_street98.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
106,coast_n18001.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
249,coast_nat866.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1045,insidecity_art628.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1246,insidecity_urb881.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1495,mountain_nat409.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1067,insidecity_art692.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1252,insidecity_urb992.jpg,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
643,forest_natu898.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1516,mountain_nat682.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
2561,tallbuilding_city10.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1635,opencountry_cdmc710.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1248,insidecity_urb970.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
481,forest_land64.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
895,highway_gre644.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
586,forest_nat867.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1379,mountain_n213086.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
939,highway_urb715.jpg,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1128,insidecity_gre22.jpg,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
794,highway_bost318.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1819,opencountry_moun39.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
733,highway_bost155.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2473,tallbuilding_art1619.jpg,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
171,coast_n672004.jpg,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1527,mountain_nat78.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
789,highway_bost313.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1426,mountain_n405055.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2446,tallbuilding_art1350.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1759,opencountry_land645.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1362,mountain_n213009.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1529,mountain_nat79.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2289,street_street62.jpg,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
1885,opencountry_nat164.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
530,forest_nat162.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2679,tallbuilding_urban787.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1273,mountain_land153.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1277,mountain_land17.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
128,coast_n243003.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
34,coast_cdmc860.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2514,tallbuilding_art326.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2502,tallbuilding_art185.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
1136,insidecity_gre304.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1557,mountain_natu699.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
214,coast_nat292.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
960,insidecity_a248045.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1729,opencountry_land540.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1916,opencountry_nat8.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
850,highway_gre413.jpg,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0
1292,mountain_land230.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1764,opencountry_land656.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
236,coast_nat736.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1707,opencountry_land416.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1992,opencountry_natu77.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2350,tallbuilding_a372007.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1585,mountain_sharp32.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2270,street_par88.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2245,street_par4.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2198,street_par113.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
635,forest_natu850.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
203,coast_nat167.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
713,highway_art576.jpg,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2500,tallbuilding_art181.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
533,forest_nat205.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2470,tallbuilding_art1616.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1771,opencountry_land663.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1715,opencountry_land494.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
913,highway_land463.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
997,insidecity_art1110.jpg,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1021,insidecity_art1496.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1525,mountain_nat762.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1059,insidecity_art661.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2107,street_bost81.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
800,highway_bost324.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2664,tallbuilding_urban24.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
1348,mountain_n18058.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
378,forest_cdmc291.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1910,opencountry_nat724.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
654,forest_text105.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1802,opencountry_land835.jpg,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
484,forest_land733.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
873,highway_gre481.jpg,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1966,opencountry_natu546.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
702,highway_art238.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1490,mountain_nat346.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1219,insidecity_urb449.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2567,tallbuilding_city29.jpg,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1808,opencountry_land918.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1169,insidecity_hous64.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
783,highway_bost307.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2346,tallbuilding_a244081.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2305,street_urb382.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2244,street_par36.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2390,tallbuilding_a562064.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2372,tallbuilding_a487061.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
716,highway_art596.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,opencountry_natu557.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
777,highway_bost301.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
782,highway_bost306.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2566,tallbuilding_city24.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1457,mountain_nat1003.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
546,forest_nat263.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1754,opencountry_land631.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
162,coast_n384099.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
726,highway_bost148.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1374,mountain_n213066.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
786,highway_bost310.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1813,opencountry_land957.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
759,highway_bost181.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,opencountry_natu138.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
97,coast_land623.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
281,coast_natu643.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2392,tallbuilding_a588087.jpg,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
515,forest_nat1095.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1998,opencountry_natu852.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
413,forest_for102.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
616,forest_natu423.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1129,insidecity_gre249.jpg,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
195,coast_nat1150.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
732,highway_bost154.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1836,opencountry_n213059.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
308,coast_natu822.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1479,mountain_nat14.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1470,mountain_nat1142.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1985,opencountry_natu652.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
357,coast_sun59.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
177,coast_n708024.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2040,street_a205062.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2004,opencountry_natu92.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
618,forest_natu425.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
398,forest_cdmc375.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1647,opencountry_fie14.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1783,opencountry_land692.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1519,mountain_nat693.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1205,insidecity_urb301.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1354,mountain_n199031.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1049,insidecity_art641.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
803,highway_bost329.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
154,coast_n344048.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
1469,mountain_nat1136.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2069,street_art766.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1796,opencountry_land80.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,opencountry_fie35.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
235,coast_nat711.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2534,tallbuilding_art459.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1677,opencountry_land228.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1630,opencountry_art582.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2445,tallbuilding_art1349.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
455,forest_for77.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
172,coast_n672021.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2143,street_city91.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
525,forest_nat1266.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
301,coast_natu814.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1858,opencountry_n371053.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2210,street_par141.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
258,coast_nat905.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
980,insidecity_a805052.jpg,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1051,insidecity_art643.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1892,opencountry_nat455.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2645,tallbuilding_urban1124.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1436,mountain_n531080.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
644,forest_natu913.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,coast_cdmc940.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
576,forest_nat619.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
918,highway_n480036.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2421,tallbuilding_archi615.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
633,forest_natu847.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2279,street_street110.jpg,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
697,highway_art1679.jpg,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1842,opencountry_n251016.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1678,opencountry_land233.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
242,coast_nat770.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
638,forest_natu866.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1280,mountain_land18.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
12,coast_bea29.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
474,forest_land243.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
689,highway_a866041.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2668,tallbuilding_urban445.jpg,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2397,tallbuilding_a804050.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2347,tallbuilding_a248018.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1156,insidecity_hous18.jpg,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
2427,tallbuilding_archi85.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
2556,tallbuilding_art979.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
920,highway_n480070.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2068,street_art764.jpg,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
2139,street_boston61.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1680,opencountry_land239.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1552,mountain_natu568.jpg,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2254,street_par68.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2021,opencountry_open48.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
951,insidecity_a129035.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
698,highway_art1682.jpg,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1256,mountain_art1131.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2560,tallbuilding_city1.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1225,insidecity_urb49.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
483,forest_land727.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2542,tallbuilding_art572.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1720,opencountry_land51.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
558,forest_nat347.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2515,tallbuilding_art332.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2424,tallbuilding_archi629.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
820,highway_bost403.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
207,coast_nat194.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
243,coast_nat799.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
883,highway_gre53.jpg,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
1660,opencountry_fie36.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,coast_natu128.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1609,mountain_sharp69.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
2596,tallbuilding_sky26.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2461,tallbuilding_art15.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
690,highway_a866042.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
2498,tallbuilding_art1754.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2393,tallbuilding_a632011.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2453,tallbuilding_art1390.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1086,insidecity_art902.jpg,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
686,forest_urb753.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
167,coast_n486055.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1875,opencountry_nat1113.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1218,insidecity_urb442.jpg,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2378,tallbuilding_a487069.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
668,forest_text35.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1474,mountain_nat122.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1628,mountain_sopen16.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
908,highway_gre683.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
189,coast_nat1091.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
966,insidecity_a462055.jpg,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2154,street_gre128.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
2060,street_art546.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
